Day,Month,Years,Time,Latitude,Longitude,Depth,Mag,Place
11,10,1975,15:53:48,-4.683,102.423,33,5, Bengkulu
7,10,1975,4:57:05,-4.836,101.934,33,5.6, Bengkulu
4,10,1975,0:16:32,-5.041,102.373,33,5.5,Bengkulu
3,10,1975,13:37:42,-4.62,103.25,33,5.5, Pagar Alam
1,10,1975,4:15:12,-4.826,102.07,33,5.8,Bengkulu
1,10,1975,4:13:28,-4.83,102.095,33,6,Bengkulu
1,10,1975,3:29:58,-4.882,102.198,33,7,Bengkulu
30,9,1975,18:17:49,-4.931,102.197,33,6,Bengkulu
27,9,1975,18:39:00,-4.367,102.251,98,4.3, Bengkulu
22,9,1975,12:16:36,-2.222,101.903,37,5,Sungai Penuh
18,8,1975,23:50:52,-4.806,102.139,70,5,Bengkulu
17,7,1975,2:35:21,-4.379,102.668,100,5.1, Pagar Alam
9,5,1975,4:11:31,-4.642,102.078,34,5.5, Bengkulu
28,2,1975,15:44:31,-3.998,102.616,33,5, Bengkulu
19,1,1975,3:15:11,-5.165,103.848,95,4.9, Baturaja
9,1,1975,2:11:04,-4.334,102.954,107,5.4, Pagar Alam
8,1,1975,1:58:55,-2.995,101.776,95,6, Curup
10,10,1974,21:32:10,-4.139,102.827,21,6, Pagar Alam
2,9,1974,8:41:54,-2.773,101.242,56,5.4,Sungai Penuh
2,9,1974,4:33:16,-2.769,101.214,52,5.7,Sungai Penuh
27,8,1974,8:08:09,-3.685,104.423,126,4.9,Prabumulih
16,7,1974,23:52:34,-4.899,103.142,58,5.4, Pagar Alam
29,5,1974,8:10:55,-4.079,102.743,129,4.9, Pagar Alam
9,4,1974,1:06:06,-4.471,101.928,33,5, Bengkulu
30,3,1974,19:18:12,-2.931,101.114,33,5.1,Sungai Penuh
21,3,1974,8:18:58,-2.977,101.666,68,5.2,Sungai Penuh
1,2,1974,12:00:57,-4.632,103.419,136,5.2, Pagar Alam
7,1,1974,8:46:20,-4.72,103.475,139,5.1, Pagar Alam
15,9,1973,0:53:40,-4.113,102.388,89,5.1, Bengkulu
21,8,1973,14:02:44,-5.2,102.64,33,5.3, Pagar Alam
26,6,1973,4:01:22,-2.358,101.343,80,4.7, Sungai Penuh
17,5,1973,19:21:33,-2.349,100.807,80,5.1,Sungai Penuh
12,5,1973,5:46:48,-3.243,101.24,51,5.5, Bengkulu
28,4,1973,10:49:28,-4.041,102.599,82,5.4,Bengkulu
3,4,1973,17:22:46,-4.619,103.192,100,5.2, Pagar Alam
2,4,1973,23:15:48,-4.282,102.911,98,4.9, Pagar Alam
30,3,1973,3:16:13,-4.763,103.24,89,5.2, Pagar Alam
17,3,1973,15:40:48,-5.193,103.235,68,5.7, Pagar Alam
15,2,1973,5:31:19,-4.34,103.09,107,5.4, Pagar Alam
13,1,1973,11:10:20,-2.696,101.27,105,5.2, Sungai Penuh
26,10,1972,13:01:52,-4.715,102.201,45,5.54,Bengkulu
1,8,1972,10:37:00,-4.119,102.28,90,5.62, Bengkulu
16,7,1972,17:09:08,-3.136,100.89,36.8,5.97,Sungai Penuh
23,4,1972,20:40:06,-5.609,104.103,55,5.67, Kotabumi
26,1,1972,3:41:57,-2.543,102.535,171.1,5.53, Lubuklinggau
17,10,1971,18:05:25,-5.051,102.564,47.8,5.51, Pagar Alam
8,4,1971,19:27:14,-4.381,102.242,55,5.51, Bengkulu
8,4,1971,7:45:59,-4.33,102.285,75,7.02, Bengkulu
13,12,1970,12:46:59,-4.21,103.343,95.4,5.5, Pagar Alam
1,8,1970,1:17:56,-2.944,102.302,118.9,5.5, Curup
3,10,1969,15:39:41,-3.655,101.869,58.9,5.53, Bengkulu
27,8,1969,13:23:14,-4.352,104.591,194.6,5.58, Baturaja
24,10,1967,10:51:14,-3.152,101.398,46.2,5.53, Bengkulu
23,3,1967,15:00:28,-4.686,101.716,22.7,5.53, Bengkulu
1,2,1967,15:20:01,-4.8,103.098,59.3,5.5, Pagar Alam
9,9,1966,12:04:36,-4.147,102.855,60,5.42, Pagar Alam
28,11,1965,21:31:45,-4.841,103.103,60,5.85, Southrern Sumatra
20,11,1965,16:06:11,-5.13,102.15,30.4,5.55,Bengkulu
28,7,1965,22:29:09,-2.335,101.767,140,5.63,Sungai Penuh
2,5,1964,5:15:47,-4.068,102.445,65,5.56,Bengkulu
24,10,1963,7:26:24,-4.957,102.813,43.8,5.93, Pagar Alam
17,6,1963,23:02:07,-4.09,102.171,65,5.6, Bengkulu
7,4,1963,22:36:03,-4.884,103.235,59.4,6.07, Pagar Alam
2,12,1959,7:29:55,-5.433,102.88,35,5.56, Pagar Alam
26,11,1959,23:09:29,-5.409,102.816,30,6.56, Pagar Alam
26,11,1959,7:06:25,-5.482,102.823,35,6.23, Pagar Alam
25,5,1953,12:38:21,-3.219,101.321,49.6,5.73, Bengkulu
15,3,1952,11:15:51,-3.48,101.967,15,6.33,Bengkulu
4,3,1949,1:17:02,-4.418,101.907,55,6.28, Southrern Sumatra
1,11,1947,5:59:48,-3.957,101.723,35,6.29, Bengkulu
26,3,1946,17:09:10,-3.999,101.922,45,6.64, Bengkulu
1,11,1944,12:01:18,-4.628,103.413,15,6.05, Pagar Alam
5,1,1944,21:12:48,-2.892,101.313,45,6.6, Sungai Penuh
8,6,1943,20:42:43,-2.84,102.195,15,7.38, Curup
7,6,1943,23:20:13,-3.038,101.986,15,6.23,Curup
3,10,1941,14:17:24,-4.551,104.925,15,5.79, Kotabumi
26,6,1940,8:00:07,-4.489,102.022,35,6.02, Bengkulu
18,8,1938,9:30:03,-4.06,102.534,65,6.13,Bengkulu
18,1,1938,4:19:59,-4.324,102.031,35,6.19, Bengkulu
22,8,1937,2:12:48,-1.966,105.325,15,5.45,Muntok
8,2,1937,8:36:24,-3.824,102.266,35,5.63,Bengkulu
23,8,1935,13:57:46,-5.049,101.472,25,6.31, Bengkulu
23,5,1934,23:08:41,-2.079,101.08,15,5.56, Sungai Penuh
25,6,1933,5:43:22,-5.007,104.501,20,5.77, Kotabumi
24,6,1933,21:54:50,-5.183,104.63,20,7.52,Kotabumi
21,6,1933,13:41:12,-3.843,102.129,35,5.56, Bengkulu
22,4,1932,4:58:08,-4.853,103.032,35,5.99, Pagar Alam
25,9,1931,21:31:43,-5.225,102.163,25,5.88,Bengkulu
25,9,1931,5:59:53,-5.263,102.266,35,7.34,Bengkulu
19,2,1931,17:40:36,-5.242,102.513,35,6.45, Pagar Alam
14,2,1931,13:58:58,-4.61,103.038,60,6.56, Pagar Alam
12,2,1931,5:44:05,-5.318,103.021,35,6.37, Pagar Alam
10,2,1931,6:34:34,-5.356,102.594,35,7.02, Pagar Alam
19,6,1930,13:07:28,-5.631,105.331,35,6.14,Bandar Lampung
1,7,1926,14:09:01,-3.019,101.305,25,6.68,Sungai Penuh
22,10,1925,17:01:43,-5.551,102.764,35,6.65, Pagar Alam
8,4,1922,3:32:58,-5.32,102.26,30,6.16,Bengkulu
12,10,1919,21:48:27,-4.296,101.465,25,6.54, Bengkulu
2,4,1919,0:34:59,-5.493,104.489,20,6.35, Kotabumi
18,1,1919,5:52:25,-4.646,101.454,35,6.31, Bengkulu
13,2,1918,2:31:43,-5.561,102.903,25,6.35, Pagar Alam
15,4,1916,12:31:43,-4.338,102.597,35,6.71, Bengkulu
14,7,1914,3:10:26,-5.305,102.579,30,6.32, Pagar Alam
25,6,1914,19:07:25,-4.012,101.638,35,7.55, Bengkulu
3,6,1909,18:40:43,-2.713,101.188,35,7.58,Sungai Penuh
28,10,1906,15:50:18,-4.345,101.985,60,6.01, Bengkulu
